Trade ID,Trade Date,Trade Time,Instrument,Symbol,Expiry Date,Strike,Option Type,Lot Size,Quantity,Buy Price,Sell Price,Buy Value,Sell Value,Gross P&L,Brokerage,STT,Exchange Charges,GST,SEBI Charges,Stamp Duty,Total Charges,Net P&L,Realized P&L %,Running Capital,Trade Duration,Market Regime,Trade Outcome
TRD0278,27-Mar-2026,12:42:38,SENSEX,SENSEX01APR202677700PE,01-Apr-2026,77700,PE,10,1000,658.0,344.43,658000.0,344430.0,-313570.0,200.49,215.27,50.12,45.11,1.0,19.74,531.73,-314101.73,-47.74,33972306.6,41m,STRONG_TREND,LOSS
TRD0279,27-Mar-2026,13:35:45,BANKNIFTY,BANKNIFTY30MAR202651600PE,30-Mar-2026,51600,PE,15,1500,346.0,893.64,519000.0,1340460.0,821460.0,371.89,837.79,92.97,83.68,1.86,15.57,1403.76,820056.24,158.01,34792362.84,131m,STRONG_TREND,WIN
TRD0280,30-Mar-2026,13:23:09,BANKNIFTY,BANKNIFTY30MAR202651800PE,30-Mar-2026,51800,PE,15,1500,111.0,426.61,166500.0,639915.0,473415.0,161.28,399.95,40.32,36.29,0.81,5.0,643.64,472771.36,283.95,35265134.2,175m,STRONG_TREND,WIN
TRD0281,30-Mar-2026,10:49:11,BANKNIFTY,BANKNIFTY30MAR202653200CE,30-Mar-2026,53200,CE,15,1500,149.0,518.55,223500.0,777825.0,554325.0,200.27,486.14,50.07,45.06,1.0,6.71,789.24,553535.76,247.67,35818669.96,81m,STRONG_TREND,WIN
TRD0282,30-Mar-2026,11:22:49,NIFTY,NIFTY30MAR202624750CE,30-Mar-2026,24750,CE,25,2500,76.0,35.44,190000.0,88600.0,-101400.0,55.72,55.38,13.93,12.54,0.28,5.7,143.54,-101543.54,-53.44,35717126.42,50m,STRONG_TREND,LOSS
TRD0283,30-Mar-2026,10:50:57,SENSEX,SENSEX01APR202677400PE,01-Apr-2026,77400,PE,10,1000,481.0,1024.91,481000.0,1024910.0,543910.0,301.18,640.57,75.3,67.77,1.51,14.43,1100.75,542809.25,112.85,36259935.67,21m,STRONG_TREND,WIN
TRD0284,30-Mar-2026,10:24:26,BANKNIFTY,BANKNIFTY30MAR202653100CE,30-Mar-2026,53100,CE,15,1500,165.0,471.28,247500.0,706920.0,459420.0,190.88,441.82,47.72,42.95,0.95,7.42,731.76,458688.24,185.33,36718623.91,111m,STRONG_TREND,WIN
TRD0285,01-Apr-2026,10:27:41,NIFTY,NIFTY07APR202623400PE,07-Apr-2026,23400,PE,25,2500,232.0,137.74,580000.0,344350.0,-235650.0,184.87,215.22,46.22,41.6,0.92,17.4,506.23,-236156.23,-40.72,36482467.68,22m,STRONG_TREND,LOSS
TRD0286,01-Apr-2026,13:48:08,SENSEX,SENSEX01APR202681300CE,01-Apr-2026,81300,CE,10,1000,243.0,1153.23,243000.0,1153230.0,910230.0,279.25,720.77,69.81,62.83,1.4,7.29,1141.34,909088.66,374.11,37391556.34,91m,STRONG_TREND,WIN
TRD0287,01-Apr-2026,15:13:37,NIFTY,NIFTY07APR202623050PE,07-Apr-2026,23050,PE,25,2500,199.0,501.07,497500.0,1252675.0,755175.0,350.04,782.92,87.51,78.76,1.75,14.93,1315.9,753859.1,151.53,38145415.44,28m,STRONG_TREND,WIN
TRD0288,01-Apr-2026,09:34:43,NIFTY,NIFTY07APR202623400PE,07-Apr-2026,23400,PE,25,2500,238.0,135.55,595000.0,338875.0,-256125.0,186.78,211.8,46.69,42.02,0.93,17.85,506.07,-256631.07,-43.13,37888784.37,6m,STRONG_TREND,LOSS
TRD0289,01-Apr-2026,13:29:43,NIFTY,NIFTY07APR202623700CE,07-Apr-2026,23700,CE,25,2500,198.0,117.71,495000.0,294275.0,-200725.0,157.86,183.92,39.46,35.52,0.79,14.85,432.4,-201157.4,-40.64,37687626.97,30m,STRONG_TREND,LOSS
TRD0290,01-Apr-2026,13:44:00,NIFTY,NIFTY07APR202623050PE,07-Apr-2026,23050,PE,25,2500,264.0,491.19,660000.0,1227975.0,567975.0,377.6,767.48,94.4,84.96,1.89,19.8,1346.12,566628.88,85.85,38254255.85,24m,STRONG_TREND,WIN
TRD0291,06-Apr-2026,09:46:08,BANKNIFTY,BANKNIFTY28APR202653500CE,28-Apr-2026,53500,CE,15,1500,772.0,525.45,1158000.0,788175.0,-369825.0,389.24,492.61,97.31,87.58,1.95,34.74,1103.42,-370928.42,-32.03,37883327.43,38m,STRONG_TREND,LOSS
TRD0292,06-Apr-2026,14:04:22,NIFTY,NIFTY07APR202623950CE,07-Apr-2026,23950,CE,25,2500,92.0,218.72,230000.0,546800.0,316800.0,155.36,341.75,38.84,34.96,0.78,6.9,578.58,316221.42,137.49,38199548.85,70m,STRONG_TREND,WIN
TRD0293,06-Apr-2026,09:17:12,SENSEX,SENSEX09APR202680500CE,09-Apr-2026,80500,CE,10,1000,476.0,295.41,476000.0,295410.0,-180590.0,154.28,184.63,38.57,34.71,0.77,14.28,427.25,-181017.25,-38.03,38018531.6,37m,STRONG_TREND,LOSS
TRD0294,06-Apr-2026,10:21:44,BANKNIFTY,BANKNIFTY28APR202652000PE,28-Apr-2026,52000,PE,15,1500,860.0,1929.88,1290000.0,2894820.0,1604820.0,836.96,1809.26,209.24,188.32,4.18,38.7,3086.67,1601733.33,124.17,39620264.93,120m,STRONG_TREND,WIN
TRD0295,07-Apr-2026,13:26:51,BANKNIFTY,BANKNIFTY28APR202652000PE,28-Apr-2026,52000,PE,15,1500,926.0,606.19,1389000.0,909285.0,-479715.0,459.66,568.3,114.91,103.42,2.3,41.67,1290.27,-481005.27,-34.63,39139259.66,14m,STRONG_TREND,LOSS
TRD0296,07-Apr-2026,10:15:52,BANKNIFTY,BANKNIFTY28APR202653500CE,28-Apr-2026,53500,CE,15,1500,1075.0,555.48,1612500.0,833220.0,-779280.0,489.14,520.76,122.29,110.06,2.45,48.38,1293.07,-780573.07,-48.41,38358686.59,17m,STRONG_TREND,LOSS
TRD0297,07-Apr-2026,12:35:42,NIFTY,NIFTY07APR202624650CE,07-Apr-2026,24650,CE,25,2500,54.0,32.55,135000.0,81375.0,-53625.0,43.27,50.86,10.82,9.74,0.22,4.05,118.96,-53743.96,-39.81,38304942.63,25m,STRONG_TREND,LOSS
TRD0298,08-Apr-2026,12:47:55,BANKNIFTY,BANKNIFTY28APR202651900PE,28-Apr-2026,51900,PE,15,1500,925.0,1720.74,1387500.0,2581110.0,1193610.0,793.72,1613.19,198.43,178.59,3.97,41.62,2829.53,1190780.47,85.82,39495723.1,111m,STRONG_TREND,WIN
TRD0299,08-Apr-2026,11:14:59,NIFTY,NIFTY13APR202623750PE,13-Apr-2026,23750,PE,25,2500,220.0,561.13,550000.0,1402825.0,852825.0,390.56,876.77,97.64,87.88,1.95,16.5,1471.3,851353.7,154.79,40347076.8,171m,STRONG_TREND,WIN
TRD0300,08-Apr-2026,15:04:59,NIFTY,NIFTY13APR202623650PE,13-Apr-2026,23650,PE,25,2500,195.0,103.11,487500.0,257775.0,-229725.0,149.06,161.11,37.26,33.54,0.75,14.62,396.34,-230121.34,-47.2,40116955.46,53m,STRONG_TREND,LOSS
TRD0301,08-Apr-2026,11:40:52,BANKNIFTY,BANKNIFTY28APR202653600CE,28-Apr-2026,53600,CE,15,1500,808.0,2333.75,1212000.0,3500625.0,2288625.0,942.53,2187.89,235.63,212.07,4.71,36.36,3619.19,2285005.81,188.53,42401961.27,181m,STRONG_TREND,WIN
TRD0302,09-Apr-2026,10:51:33,NIFTY,NIFTY13APR202623900PE,13-Apr-2026,23900,PE,25,2500,155.0,252.64,387500.0,631600.0,244100.0,203.82,394.75,50.96,45.86,1.02,11.62,708.03,243391.97,62.81,42645353.24,148m,STRONG_TREND,WIN
TRD0303,09-Apr-2026,11:51:11,BANKNIFTY,BANKNIFTY28APR202652400PE,28-Apr-2026,52400,PE,15,1500,1044.0,2334.7,1566000.0,3502050.0,1936050.0,1013.61,2188.78,253.4,228.06,5.07,46.98,3735.9,1932314.1,123.39,44577667.34,147m,STRONG_TREND,WIN
TRD0304,09-Apr-2026,14:16:01,BANKNIFTY,BANKNIFTY28APR202652300PE,28-Apr-2026,52300,PE,15,1500,930.0,2200.31,1395000.0,3300465.0,1905465.0,939.09,2062.79,234.77,211.3,4.7,41.85,3494.5,1901970.5,136.34,46479637.84,157m,STRONG_TREND,WIN
TRD0305,09-Apr-2026,10:16:53,BANKNIFTY,BANKNIFTY28APR202653800CE,28-Apr-2026,53800,CE,15,1500,810.0,2474.24,1215000.0,3711360.0,2496360.0,985.27,2319.6,246.32,221.69,4.93,36.45,3814.25,2492545.75,205.15,48972183.59,127m,STRONG_TREND,WIN
TRD0306,09-Apr-2026,10:02:45,BANKNIFTY,BANKNIFTY28APR202653400CE,28-Apr-2026,53400,CE,15,1500,837.0,2118.66,1255500.0,3177990.0,1922490.0,886.7,1986.24,221.67,199.51,4.43,37.66,3336.22,1919153.78,152.86,50891337.37,128m,STRONG_TREND,WIN
TRD0307,09-Apr-2026,10:54:37,NIFTY,NIFTY13APR202623550PE,13-Apr-2026,23550,PE,25,2500,181.0,112.76,452500.0,281900.0,-170600.0,146.88,176.19,36.72,33.05,0.73,13.58,407.14,-171007.14,-37.79,50720330.23,13m,STRONG_TREND,LOSS
TRD0308,10-Apr-2026,11:25:33,SENSEX,SENSEX16APR202678400PE,16-Apr-2026,78400,PE,10,1000,633.0,1006.4,633000.0,1006400.0,373400.0,327.88,629.0,81.97,73.77,1.64,18.99,1133.25,372266.75,58.81,51092596.98,121m,STRONG_TREND,WIN
TRD0309,10-Apr-2026,11:30:11,SENSEX,SENSEX16APR202679400CE,16-Apr-2026,79400,CE,10,1000,738.0,361.41,738000.0,361410.0,-376590.0,219.88,225.88,54.97,49.47,1.1,22.14,573.45,-377163.45,-51.11,50715433.53,9m,STRONG_TREND,LOSS
TRD0310,10-Apr-2026,13:35:21,BANKNIFTY,BANKNIFTY28APR202653500CE,28-Apr-2026,53500,CE,15,1500,933.0,1419.12,1399500.0,2128680.0,729180.0,705.64,1330.42,176.41,158.77,3.53,41.98,2416.75,726763.25,51.93,51442196.78,114m,STRONG_TREND,WIN
TRD0311,10-Apr-2026,14:13:36,NIFTY,NIFTY13APR202624600CE,13-Apr-2026,24600,CE,25,2500,165.0,90.9,412500.0,227250.0,-185250.0,127.95,142.03,31.99,28.79,0.64,12.38,343.77,-185593.77,-44.99,51256603.01,34m,STRONG_TREND,LOSS
TRD0312,10-Apr-2026,12:26:52,BANKNIFTY,BANKNIFTY28APR202651900PE,28-Apr-2026,51900,PE,15,1500,694.0,1513.87,1041000.0,2270805.0,1229805.0,662.36,1419.25,165.59,149.03,3.31,31.23,2430.78,1227374.22,117.9,52483977.23,27m,STRONG_TREND,WIN
TRD0313,10-Apr-2026,11:05:20,NIFTY,NIFTY13APR202623950PE,13-Apr-2026,23950,PE,25,2500,186.0,100.13,465000.0,250325.0,-214675.0,143.06,156.45,35.77,32.19,0.72,13.95,382.14,-215057.14,-46.25,52268920.09,29m,STRONG_TREND,LOSS
TRD0314,13-Apr-2026,11:34:16,BANKNIFTY,BANKNIFTY28APR202651700PE,28-Apr-2026,51700,PE,15,1500,716.0,419.53,1074000.0,629295.0,-444705.0,340.66,393.31,85.16,76.65,1.7,32.22,929.7,-445634.7,-41.49,51823285.39,24m,STRONG_TREND,LOSS
TRD0315,13-Apr-2026,14:21:12,NIFTY,NIFTY13APR202623400PE,13-Apr-2026,23400,PE,25,2500,69.0,150.27,172500.0,375675.0,203175.0,109.64,234.8,27.41,24.67,0.55,5.17,402.23,202772.77,117.55,52026058.16,131m,STRONG_TREND,WIN
TRD0316,13-Apr-2026,14:02:17,BANKNIFTY,BANKNIFTY28APR202653500CE,28-Apr-2026,53500,CE,15,1500,625.0,259.11,937500.0,388665.0,-548835.0,265.23,242.92,66.31,59.68,1.33,28.12,663.59,-549498.59,-58.61,51476559.57,19m,STRONG_TREND,LOSS
TRD0317,13-Apr-2026,11:13:03,NIFTY,NIFTY13APR202624350CE,13-Apr-2026,24350,CE,25,2500,67.0,28.11,167500.0,70275.0,-97225.0,47.55,43.92,11.89,10.7,0.24,5.03,119.33,-97344.33,-58.12,51379215.24,16m,STRONG_TREND,LOSS
TRD0318,15-Apr-2026,13:10:31,NIFTY,NIFTY21APR202624000CE,21-Apr-2026,24000,CE,25,2500,221.0,106.88,552500.0,267200.0,-285300.0,163.94,167.0,40.98,36.89,0.82,16.57,426.21,-285726.21,-51.72,51093489.03,19m,STRONG_TREND,LOSS
TRD0319,15-Apr-2026,13:33:06,BANKNIFTY,BANKNIFTY28APR202651400PE,28-Apr-2026,51400,PE,15,1500,734.0,342.58,1101000.0,513870.0,-587130.0,322.97,321.17,80.74,72.67,1.61,33.03,832.2,-587962.2,-53.4,50505526.83,34m,STRONG_TREND,LOSS
TRD0320,15-Apr-2026,13:09:55,BANKNIFTY,BANKNIFTY28APR202653000CE,28-Apr-2026,53000,CE,15,1500,758.0,2300.75,1137000.0,3451125.0,2314125.0,917.62,2156.95,229.41,206.47,4.59,34.11,3549.15,2310575.85,203.22,52816102.68,29m,STRONG_TREND,WIN
TRD0321,15-Apr-2026,10:35:46,NIFTY,NIFTY21APR202624000CE,21-Apr-2026,24000,CE,25,2500,203.0,106.65,507500.0,266625.0,-240875.0,154.83,166.64,38.71,34.84,0.77,15.22,411.01,-241286.01,-47.54,52574816.67,14m,STRONG_TREND,LOSS
TRD0322,16-Apr-2026,09:39:09,BANKNIFTY,BANKNIFTY28APR202652900CE,28-Apr-2026,52900,CE,15,1500,760.0,1622.7,1140000.0,2434050.0,1294050.0,714.81,1521.28,178.7,160.83,3.57,34.2,2613.4,1291436.6,113.28,53866253.27,179m,STRONG_TREND,WIN
TRD0323,16-Apr-2026,11:02:53,BANKNIFTY,BANKNIFTY28APR202652900CE,28-Apr-2026,52900,CE,15,1500,584.0,1187.31,876000.0,1780965.0,904965.0,531.39,1113.1,132.85,119.56,2.66,26.28,1925.84,903039.16,103.09,54769292.43,105m,STRONG_TREND,WIN
TRD0324,16-Apr-2026,14:05:12,SENSEX,SENSEX16APR202680200CE,16-Apr-2026,80200,CE,10,1000,198.0,659.11,198000.0,659110.0,461110.0,171.42,411.94,42.86,38.57,0.86,5.94,671.59,460438.41,232.54,55229730.84,139m,STRONG_TREND,WIN
TRD0325,16-Apr-2026,14:37:59,NIFTY,NIFTY21APR202624250CE,21-Apr-2026,24250,CE,25,2500,199.0,554.99,497500.0,1387475.0,889975.0,377.0,867.17,94.25,84.82,1.88,14.93,1440.05,888534.95,178.6,56118265.79,91m,STRONG_TREND,WIN
TRD0326,17-Apr-2026,10:30:15,SENSEX,SENSEX23APR202677500PE,23-Apr-2026,77500,PE,10,1000,617.0,400.07,617000.0,400070.0,-216930.0,203.41,250.04,50.85,45.77,1.02,18.51,569.61,-217499.61,-35.25,55900766.18,26m,STRONG_TREND,LOSS
TRD0327,17-Apr-2026,09:25:38,NIFTY,NIFTY21APR202623250PE,21-Apr-2026,23250,PE,25,2500,198.0,94.23,495000.0,235575.0,-259425.0,146.12,147.23,36.53,32.88,0.73,14.85,378.33,-259803.33,-52.49,55640962.85,30m,STRONG_TREND,LOSS
TRD0328,17-Apr-2026,09:25:23,NIFTY,NIFTY21APR202623950CE,21-Apr-2026,23950,CE,25,2500,193.0,562.61,482500.0,1406525.0,924025.0,377.81,879.08,94.45,85.01,1.89,14.47,1452.7,922572.3,191.21,56563535.15,58m,STRONG_TREND,WIN
TRD0329,17-Apr-2026,09:30:07,NIFTY,NIFTY21APR202624150CE,21-Apr-2026,24150,CE,25,2500,209.0,136.96,522500.0,342400.0,-180100.0,172.98,214.0,43.25,38.92,0.86,15.68,485.69,-180585.69,-34.56,56382949.46,14m,STRONG_TREND,LOSS
TRD0330,20-Apr-2026,14:18:25,NIFTY,NIFTY21APR202623600PE,21-Apr-2026,23600,PE,25,2500,92.0,57.33,230000.0,143325.0,-86675.0,74.67,89.58,18.67,16.8,0.37,6.9,206.98,-86881.98,-37.77,56296067.48,40m,STRONG_TREND,LOSS
TRD0331,20-Apr-2026,09:18:31,NIFTY,NIFTY21APR202624250CE,21-Apr-2026,24250,CE,25,2500,92.0,148.69,230000.0,371725.0,141725.0,120.34,232.33,30.09,27.08,0.6,6.9,417.34,141307.66,61.44,56437375.14,194m,STRONG_TREND,WIN
TRD0332,20-Apr-2026,11:39:33,BANKNIFTY,BANKNIFTY28APR202653000CE,28-Apr-2026,53000,CE,15,1500,482.0,193.07,723000.0,289605.0,-433395.0,202.52,181.0,50.63,45.57,1.01,21.69,502.42,-433897.42,-60.01,56003477.72,12m,STRONG_TREND,LOSS
TRD0333,20-Apr-2026,11:52:03,SENSEX,SENSEX23APR202680500CE,23-Apr-2026,80500,CE,10,1000,464.0,1302.06,464000.0,1302060.0,838060.0,353.21,813.79,88.3,79.47,1.77,13.92,1350.46,836709.54,180.33,56840187.26,77m,STRONG_TREND,WIN
TRD0334,21-Apr-2026,14:29:37,NIFTY,NIFTY21APR202624250CE,21-Apr-2026,24250,CE,25,2500,69.0,195.15,172500.0,487875.0,315375.0,132.08,304.92,33.02,29.72,0.66,5.17,505.57,314869.43,182.53,57155056.69,61m,STRONG_TREND,WIN
TRD0335,21-Apr-2026,11:10:09,SENSEX,SENSEX23APR202677300PE,23-Apr-2026,77300,PE,10,1000,347.0,593.06,347000.0,593060.0,246060.0,188.01,370.66,47.0,42.3,0.94,10.41,659.33,245400.67,70.72,57400457.36,103m,STRONG_TREND,WIN
TRD0336,21-Apr-2026,14:02:31,NIFTY,NIFTY21APR202624250CE,21-Apr-2026,24250,CE,25,2500,70.0,48.94,175000.0,122350.0,-52650.0,59.47,76.47,14.87,13.38,0.3,5.25,169.73,-52819.73,-30.18,57347637.63,38m,STRONG_TREND,LOSS
TRD0337,21-Apr-2026,09:37:37,SENSEX,SENSEX23APR202679400CE,23-Apr-2026,79400,CE,10,1000,437.0,202.77,437000.0,202770.0,-234230.0,127.95,126.73,31.99,28.79,0.64,13.11,329.21,-234559.21,-53.67,57113078.42,15m,STRONG_TREND,LOSS
TRD0338,22-Apr-2026,13:53:50,BANKNIFTY,BANKNIFTY28APR202652300PE,28-Apr-2026,52300,PE,15,1500,544.0,1650.15,816000.0,2475225.0,1659225.0,658.25,1547.02,164.56,148.11,3.29,24.48,2545.7,1656679.3,203.02,58769757.72,189m,STRONG_TREND,WIN
TRD0339,22-Apr-2026,09:31:48,BANKNIFTY,BANKNIFTY28APR202651700PE,28-Apr-2026,51700,PE,15,1500,512.0,261.25,768000.0,391875.0,-376125.0,231.98,244.92,57.99,52.19,1.16,23.04,611.28,-376736.28,-49.05,58393021.44,58m,STRONG_TREND,LOSS
TRD0340,22-Apr-2026,14:03:25,NIFTY,NIFTY28APR202623550PE,28-Apr-2026,23550,PE,25,2500,256.0,107.53,640000.0,268825.0,-371175.0,181.77,168.02,45.44,40.9,0.91,19.2,456.23,-371631.23,-58.07,58021390.21,47m,STRONG_TREND,LOSS
TRD0341,22-Apr-2026,14:21:42,BANKNIFTY,BANKNIFTY28APR202651700PE,28-Apr-2026,51700,PE,15,1500,477.0,240.53,715500.0,360795.0,-354705.0,215.26,225.5,53.81,48.43,1.08,21.46,565.55,-355270.55,-49.65,57666119.66,43m,STRONG_TREND,LOSS
TRD0342,22-Apr-2026,14:26:26,BANKNIFTY,BANKNIFTY28APR202652400PE,28-Apr-2026,52400,PE,15,1500,477.0,318.07,715500.0,477105.0,-238395.0,238.52,298.19,59.63,53.67,1.19,21.46,672.67,-239067.67,-33.41,57427051.99,43m,STRONG_TREND,LOSS
TRD0343,23-Apr-2026,09:32:11,BANKNIFTY,BANKNIFTY28APR202653500CE,28-Apr-2026,53500,CE,15,1500,507.0,994.34,760500.0,1491510.0,731010.0,450.4,932.19,112.6,101.34,2.25,22.82,1621.6,729388.4,95.91,58156440.39,194m,STRONG_TREND,WIN
TRD0344,23-Apr-2026,09:32:21,NIFTY,NIFTY28APR202624500CE,28-Apr-2026,24500,CE,25,2500,218.0,98.78,545000.0,246950.0,-298050.0,158.39,154.34,39.6,35.64,0.79,16.35,405.11,-298455.11,-54.76,57857985.28,14m,STRONG_TREND,LOSS
TRD0345,23-Apr-2026,12:54:53,NIFTY,NIFTY28APR202624100PE,28-Apr-2026,24100,PE,25,2500,190.0,538.42,475000.0,1346050.0,871050.0,364.21,841.28,91.05,81.95,1.82,14.25,1394.56,869655.44,183.09,58727640.72,56m,STRONG_TREND,WIN
TRD0346,23-Apr-2026,13:43:06,NIFTY,NIFTY28APR202624500CE,28-Apr-2026,24500,CE,25,2500,182.0,473.2,455000.0,1183000.0,728000.0,327.6,739.38,81.9,73.71,1.64,13.65,1237.87,726762.13,159.73,59454402.85,156m,STRONG_TREND,WIN
TRD0347,24-Apr-2026,12:28:17,BANKNIFTY,BANKNIFTY28APR202653900CE,28-Apr-2026,53900,CE,15,1500,471.0,318.97,706500.0,478455.0,-228045.0,236.99,299.03,59.25,53.32,1.18,21.2,670.98,-228715.98,-32.37,59225686.87,23m,STRONG_TREND,LOSS
TRD0348,24-Apr-2026,11:44:01,BANKNIFTY,BANKNIFTY28APR202651700PE,28-Apr-2026,51700,PE,15,1500,457.0,1186.17,685500.0,1779255.0,1093755.0,492.95,1112.03,123.24,110.91,2.46,20.57,1862.17,1091892.83,159.28,60317579.7,29m,STRONG_TREND,WIN
TRD0349,24-Apr-2026,13:47:29,SENSEX,SENSEX30APR202680500CE,30-Apr-2026,80500,CE,10,1000,723.0,312.82,723000.0,312820.0,-410180.0,207.16,195.51,51.79,46.61,1.04,21.69,523.81,-410703.81,-56.81,59906875.89,7m,STRONG_TREND,LOSS
TRD0350,24-Apr-2026,12:02:25,BANKNIFTY,BANKNIFTY28APR202653900CE,28-Apr-2026,53900,CE,15,1500,471.0,246.68,706500.0,370020.0,-336480.0,215.3,231.26,53.83,48.44,1.08,21.2,571.11,-337051.11,-47.71,59569824.78,16m,STRONG_TREND,LOSS
TRD0351,24-Apr-2026,11:26:41,BANKNIFTY,BANKNIFTY28APR202652000PE,28-Apr-2026,52000,PE,15,1500,360.0,249.21,540000.0,373815.0,-166185.0,182.76,233.63,45.69,41.12,0.91,16.2,520.32,-166705.32,-30.87,59403119.46,10m,STRONG_TREND,LOSS
TRD0352,27-Apr-2026,14:50:34,NIFTY,NIFTY28APR202623600PE,28-Apr-2026,23600,PE,25,2500,83.0,43.78,207500.0,109450.0,-98050.0,63.39,68.41,15.85,14.26,0.32,6.23,168.45,-98218.45,-47.33,59304901.01,27m,STRONG_TREND,LOSS
TRD0353,27-Apr-2026,09:34:24,NIFTY,NIFTY28APR202624150CE,28-Apr-2026,24150,CE,25,2500,98.0,59.43,245000.0,148575.0,-96425.0,78.72,92.86,19.68,17.71,0.39,7.35,216.71,-96641.71,-39.45,59208259.3,54m,STRONG_TREND,LOSS
TRD0354,27-Apr-2026,14:25:06,SENSEX,SENSEX30APR202678900CE,30-Apr-2026,78900,CE,10,1000,588.0,302.11,588000.0,302110.0,-285890.0,178.02,188.82,44.51,40.05,0.89,17.64,469.93,-286359.93,-48.7,58921899.37,48m,STRONG_TREND,LOSS
TRD0355,27-Apr-2026,12:32:53,NIFTY,NIFTY28APR202623550PE,28-Apr-2026,23550,PE,25,2500,91.0,279.38,227500.0,698450.0,470950.0,185.19,436.53,46.3,41.67,0.93,6.83,717.44,470232.56,206.7,59392131.93,119m,STRONG_TREND,WIN
TRD0356,27-Apr-2026,14:26:48,BANKNIFTY,BANKNIFTY28APR202652500PE,28-Apr-2026,52500,PE,15,1500,179.0,89.78,268500.0,134670.0,-133830.0,80.63,84.17,20.16,18.14,0.4,8.05,211.56,-134041.56,-49.92,59258090.37,9m,STRONG_TREND,LOSS
TRD0357,28-Apr-2026,11:44:36,SENSEX,SENSEX30APR202678100PE,30-Apr-2026,78100,PE,10,1000,367.0,539.69,367000.0,539690.0,172690.0,181.34,337.31,45.33,40.8,0.91,11.01,616.7,172073.3,46.89,59430163.67,93m,STRONG_TREND,WIN
TRD0358,28-Apr-2026,12:53:26,SENSEX,SENSEX30APR202678000PE,30-Apr-2026,78000,PE,10,1000,503.0,814.21,503000.0,814210.0,311210.0,263.44,508.88,65.86,59.27,1.32,15.09,913.87,310296.13,61.69,59740459.8,197m,STRONG_TREND,WIN
TRD0359,28-Apr-2026,10:50:47,NIFTY,NIFTY28APR202624750CE,28-Apr-2026,24750,CE,25,2500,70.0,296.08,175000.0,740200.0,565200.0,183.04,462.62,45.76,41.18,0.92,5.25,738.77,564461.23,322.55,60304921.03,102m,STRONG_TREND,WIN
TRD0360,28-Apr-2026,11:42:59,BANKNIFTY,BANKNIFTY28APR202652600PE,28-Apr-2026,52600,PE,15,1500,124.0,426.93,186000.0,640395.0,454395.0,165.28,400.25,41.32,37.19,0.83,5.58,650.44,453744.56,243.95,60758665.59,88m,STRONG_TREND,WIN
TRD0361,29-Apr-2026,11:13:36,NIFTY,NIFTY05MAY202623450PE,05-May-2026,23450,PE,25,2500,172.0,320.3,430000.0,800750.0,370750.0,246.15,500.47,61.54,55.38,1.23,12.9,877.67,369872.33,86.02,61128537.92,85m,STRONG_TREND,WIN
TRD0362,29-Apr-2026,14:02:47,BANKNIFTY,BANKNIFTY26MAY202652600CE,26-May-2026,52600,CE,15,1500,1083.0,595.46,1624500.0,893190.0,-731310.0,503.54,558.24,125.88,113.3,2.52,48.73,1352.21,-732662.21,-45.1,60395875.71,57m,STRONG_TREND,LOSS
TRD0363,29-Apr-2026,10:04:49,NIFTY,NIFTY05MAY202623450PE,05-May-2026,23450,PE,25,2500,233.0,120.3,582500.0,300750.0,-281750.0,176.65,187.97,44.16,39.75,0.88,17.48,466.89,-282216.89,-48.45,60113658.82,43m,STRONG_TREND,LOSS
TRD0364,29-Apr-2026,14:05:23,BANKNIFTY,BANKNIFTY26MAY202653300CE,26-May-2026,53300,CE,15,1500,965.0,510.78,1447500.0,766170.0,-681330.0,442.73,478.86,110.68,99.62,2.21,43.43,1177.53,-682507.53,-47.15,59431151.29,6m,STRONG_TREND,LOSS
TRD0365,30-Apr-2026,11:28:37,SENSEX,SENSEX30APR202677700PE,30-Apr-2026,77700,PE,10,1000,204.0,646.24,204000.0,646240.0,442240.0,170.05,403.9,42.51,38.26,0.85,6.12,661.69,441578.31,216.46,59872729.6,157m,STRONG_TREND,WIN
TRD0366,30-Apr-2026,10:36:14,NIFTY,NIFTY05MAY202623450PE,05-May-2026,23450,PE,25,2500,175.0,104.64,437500.0,261600.0,-175900.0,139.82,163.5,34.95,31.46,0.7,13.12,383.56,-176283.56,-40.29,59696446.04,18m,STRONG_TREND,LOSS
TRD0367,30-Apr-2026,13:01:51,SENSEX,SENSEX30APR202676800PE,30-Apr-2026,76800,PE,10,1000,239.0,434.69,239000.0,434690.0,195690.0,134.74,271.68,33.68,30.32,0.67,7.17,478.26,195211.74,81.68,59891657.78,144m,STRONG_TREND,WIN
TRD0368,30-Apr-2026,12:14:42,NIFTY,NIFTY05MAY202623200PE,05-May-2026,23200,PE,25,2500,209.0,490.35,522500.0,1225875.0,703375.0,349.68,766.17,87.42,78.68,1.75,15.68,1299.37,702075.63,134.37,60593733.41,29m,STRONG_TREND,WIN
TRD0369,30-Apr-2026,11:43:56,SENSEX,SENSEX30APR202677100PE,30-Apr-2026,77100,PE,10,1000,190.0,100.19,190000.0,100190.0,-89810.0,58.04,62.62,14.51,13.06,0.29,5.7,154.21,-89964.21,-47.35,60503769.2,50m,STRONG_TREND,LOSS
